MemberID,Age,Gender,MembershipType,MonthlyFee,JoinDate,LastVisitDate,VisitsLast30Days,PersonalTrainingSessionsLast90Days,PaymentMethod,InactivityDays,Cancelled
335,48,D,Basic,19.99,2024-08-15,2025-05-15,10,3,SEPA,262,1
336,24,M,Basic,19.99,2024-07-21,2024-11-27,4,0,PayPal,431,1
337,25,D,Elite,49.99,2025-03-15,2025-11-20,7,5,PayPal,73,0
338,48,D,Premium,34.99,2023-07-10,2024-08-25,5,0,Credit Card,525,1
339,16,D,Basic,19.99,2024-11-01,2025-08-25,5,0,Credit Card,160,1
340,50,F,Basic,19.99,2023-05-10,2025-08-01,13,0,Credit Card,184,1
341,51,D,Basic,19.99,2024-08-03,2025-07-14,1,0,PayPal,202,1
342,22,D,Premium,34.99,2023-04-10,2023-07-13,17,1,Credit Card,934,1
343,28,D,Basic,19.99,2023-01-02,2025-05-27,8,0,Credit Card,250,0
344,39,F,Basic,19.99,2023-07-11,2025-05-11,0,4,Credit Card,266,1
345,30,F,Elite,49.99,2024-09-17,2025-09-23,9,3,SEPA,131,1
346,30,D,Elite,49.99,2023-09-29,2025-05-28,7,3,SEPA,249,1
347,46,M,Basic,19.99,2025-05-14,2025-07-20,1,3,Credit Card,196,1
348,24,F,Basic,19.99,2025-01-22,2025-06-24,2,0,PayPal,222,1
349,44,F,Elite,49.99,2023-01-18,2023-12-20,9,6,PayPal,774,0
350,29,M,Basic,19.99,2025-06-25,2026-01-31,7,1,Credit Card,1,0
351,24,M,Premium,34.99,2025-05-29,2025-08-17,6,0,PayPal,168,1
352,35,M,Elite,49.99,2024-08-06,2024-09-02,5,2,PayPal,517,1
353,31,F,Premium,34.99,2023-04-22,2025-07-02,11,2,PayPal,214,1
354,36,M,Premium,34.99,2023-01-25,2025-02-02,11,0,PayPal,364,1
355,20,M,Elite,49.99,2023-12-20,2025-04-15,10,3,SEPA,292,1
356,34,D,Elite,49.99,2025-03-26,2025-12-10,3,2,SEPA,53,0
357,21,F,Basic,19.99,2023-11-09,2024-08-19,3,0,PayPal,531,1
358,53,D,Elite,49.99,2024-10-31,2025-05-19,7,2,PayPal,258,1
359,31,M,Premium,34.99,2024-05-03,2024-07-01,12,2,PayPal,580,1
360,16,D,Basic,19.99,2023-12-26,2024-04-26,5,0,PayPal,646,0
361,26,F,Basic,19.99,2025-11-25,2025-12-28,5,0,SEPA,35,0
362,43,F,Elite,49.99,2023-03-02,2025-01-16,13,4,SEPA,381,1
363,48,F,Basic,19.99,2025-10-13,2025-12-10,0,1,Credit Card,53,0
364,52,D,Elite,49.99,2023-07-30,2025-12-30,12,5,SEPA,33,1
365,39,F,Basic,19.99,2023-04-05,2025-11-26,10,5,PayPal,67,1
366,36,M,Premium,34.99,2025-05-08,2025-08-30,11,0,PayPal,155,1
367,48,D,Basic,19.99,2025-02-02,2025-04-04,9,4,Credit Card,303,0
368,45,F,Premium,34.99,2023-05-22,2025-11-05,5,3,SEPA,88,1
369,55,M,Premium,34.99,2024-08-20,2025-06-27,0,4,SEPA,219,0
370,16,F,Basic,19.99,2024-05-17,2024-10-18,6,2,SEPA,471,1
371,40,D,Elite,49.99,2024-11-17,2024-11-17,7,4,Credit Card,441,0
372,25,D,Premium,34.99,2025-10-04,2025-10-11,15,3,PayPal,113,0
373,45,D,Basic,19.99,2025-04-25,2025-11-01,1,0,Credit Card,92,0
374,52,M,Premium,34.99,2023-06-03,2025-01-29,6,0,Credit Card,368,1
375,36,F,Premium,34.99,2025-03-15,2025-08-29,8,5,PayPal,156,1
376,22,M,Premium,34.99,2023-08-12,2024-01-18,4,1,SEPA,745,1
377,45,F,Basic,19.99,2025-07-14,2025-09-30,12,2,PayPal,124,1
378,36,M,Basic,19.99,2023-03-24,2024-06-06,3,0,SEPA,605,1
379,27,M,Premium,34.99,2024-09-04,2025-05-28,11,0,SEPA,249,1
380,24,M,Basic,19.99,2025-08-04,2025-08-30,12,2,SEPA,155,1
381,21,D,Elite,49.99,2025-03-31,2025-10-07,7,6,SEPA,117,1
382,44,M,Basic,19.99,2024-02-09,2025-12-01,12,0,SEPA,62,1
383,26,D,Premium,34.99,2025-08-02,2025-08-14,9,0,PayPal,171,1
384,38,M,Basic,19.99,2025-05-23,2025-07-06,5,3,PayPal,210,1
385,47,F,Elite,49.99,2024-05-18,2025-03-16,6,3,Credit Card,322,1
386,49,M,Elite,49.99,2024-02-13,2025-12-02,13,2,Credit Card,61,1
387,50,F,Premium,34.99,2025-01-05,2025-09-07,12,0,SEPA,147,1
388,54,M,Basic,19.99,2023-02-23,2024-12-07,11,0,Credit Card,421,1
389,53,M,Basic,19.99,2025-12-20,2026-01-11,10,2,PayPal,21,0
390,30,D,Premium,34.99,2023-04-25,2025-06-15,3,4,SEPA,231,1
391,36,D,Elite,49.99,2024-04-29,2025-12-26,4,5,Credit Card,37,0
392,28,F,Elite,49.99,2023-10-19,2025-05-17,6,5,SEPA,260,1
393,49,F,Basic,19.99,2024-03-24,2024-04-13,3,3,Credit Card,659,1
394,19,M,Basic,19.99,2023-12-30,2024-11-25,0,0,PayPal,433,1
395,39,D,Elite,49.99,2025-01-17,2025-02-23,6,3,SEPA,343,1
396,43,D,Premium,34.99,2023-11-19,2025-12-07,6,0,PayPal,56,0
397,53,M,Premium,34.99,2024-12-31,2025-04-24,5,3,PayPal,283,1
398,52,M,Basic,19.99,2023-01-04,2025-03-15,0,0,SEPA,323,0
399,25,F,Elite,49.99,2023-08-02,2024-12-22,11,3,PayPal,406,1
400,37,F,Basic,19.99,2023-07-01,2025-10-19,5,2,Credit Card,105,1
401,16,M,Premium,34.99,2023-08-10,2025-08-16,4,1,Credit Card,169,1
402,40,F,Elite,49.99,2025-10-06,2026-01-26,2,5,PayPal,6,0
403,44,M,Basic,19.99,2024-04-06,2024-09-19,5,2,SEPA,500,0
404,40,M,Elite,49.99,2024-12-01,2025-02-26,16,5,Credit Card,340,0
405,43,D,Basic,19.99,2025-09-15,2025-09-22,2,0,Credit Card,132,1
406,42,D,Elite,49.99,2024-02-25,2024-09-06,6,0,Credit Card,513,1
407,22,M,Premium,34.99,2024-09-01,2025-05-02,1,0,Credit Card,275,1
408,21,F,Elite,49.99,2023-01-08,2025-06-01,4,1,SEPA,245,1
409,34,M,Premium,34.99,2023-12-16,2025-09-29,9,0,Credit Card,125,1
410,50,F,Basic,19.99,2024-06-26,2024-09-27,3,2,SEPA,492,1
411,45,F,Basic,19.99,2024-06-23,2025-09-16,8,0,PayPal,138,1
412,38,D,Premium,34.99,2023-07-18,2023-10-13,13,0,Credit Card,842,1
413,50,D,Premium,34.99,2025-12-06,2026-01-01,5,0,Credit Card,31,0
414,52,D,Elite,49.99,2023-03-13,2025-09-10,5,0,SEPA,144,1
415,28,M,Basic,19.99,2023-12-09,2024-07-12,0,3,PayPal,569,1
416,32,F,Elite,49.99,2023-10-30,2025-06-30,9,2,Credit Card,216,1
417,33,D,Premium,34.99,2024-10-29,2026-01-10,8,0,PayPal,22,0
418,42,M,Premium,34.99,2025-12-06,2026-01-25,11,3,SEPA,7,0
419,22,F,Elite,49.99,2023-08-05,2025-03-03,13,0,PayPal,335,1
420,18,M,Premium,34.99,2025-09-21,2026-01-20,3,2,Credit Card,12,0
421,37,D,Basic,19.99,2023-03-21,2025-06-08,10,1,Credit Card,238,1
422,35,F,Premium,34.99,2023-02-11,2025-01-02,12,0,SEPA,395,1
423,44,F,Premium,34.99,2023-10-03,2024-08-05,7,0,Credit Card,545,1
424,47,D,Premium,34.99,2024-03-08,2025-04-28,10,0,Credit Card,279,1
425,24,D,Elite,49.99,2025-11-03,2025-12-24,10,3,SEPA,39,0
426,45,M,Premium,34.99,2024-05-25,2024-06-27,7,0,PayPal,584,1
427,17,M,Premium,34.99,2025-03-23,2025-05-25,3,1,Credit Card,252,0
428,26,F,Elite,49.99,2024-12-17,2025-06-11,8,2,SEPA,235,1
429,29,M,Elite,49.99,2023-11-30,2025-07-07,8,4,PayPal,209,1
430,46,M,Elite,49.99,2023-02-11,2023-03-01,11,6,PayPal,1068,1
431,33,F,Premium,34.99,2024-09-17,2025-09-16,10,0,Credit Card,138,1
432,55,F,Elite,49.99,2025-12-02,2026-01-23,11,4,Credit Card,9,0
433,22,F,Basic,19.99,2024-08-01,2025-06-02,4,2,Credit Card,244,1
434,28,M,Elite,49.99,2024-06-18,2025-04-19,8,0,PayPal,288,1
435,24,D,Basic,19.99,2025-04-07,2025-09-17,0,0,Credit Card,137,1
436,18,D,Elite,49.99,2025-04-08,2025-10-23,15,2,PayPal,101,1
437,46,D,Premium,34.99,2024-03-31,2025-09-29,0,0,PayPal,125,0
438,22,F,Basic,19.99,2024-01-06,2024-11-01,5,0,SEPA,457,1
439,21,M,Premium,34.99,2024-11-18,2025-10-19,9,4,Credit Card,105,1
440,53,F,Premium,34.99,2025-01-31,2025-06-13,10,0,PayPal,233,0
441,28,D,Basic,19.99,2023-05-26,2024-09-20,8,0,SEPA,499,1
442,28,F,Premium,34.99,2023-11-05,2024-03-24,16,0,SEPA,679,0
443,27,M,Premium,34.99,2024-10-09,2025-12-24,2,6,SEPA,39,0
444,33,M,Basic,19.99,2023-01-10,2025-07-23,3,0,SEPA,193,1
445,43,D,Premium,34.99,2023-09-23,2025-06-13,0,3,SEPA,233,1
446,39,M,Premium,34.99,2025-12-29,2026-01-01,8,0,PayPal,31,1
447,38,F,Basic,19.99,2024-05-24,2025-01-10,9,2,SEPA,387,1
448,34,F,Elite,49.99,2023-04-04,2024-12-04,3,2,PayPal,424,1
449,47,F,Basic,19.99,2023-10-02,2024-09-16,10,4,SEPA,503,1
450,24,M,Elite,49.99,2024-04-12,2024-11-27,12,3,PayPal,431,1
451,32,D,Elite,49.99,2023-03-18,2025-04-24,20,4,PayPal,283,1
452,23,F,Premium,34.99,2023-02-10,2023-05-19,4,2,SEPA,989,1
453,16,F,Premium,34.99,2024-02-25,2026-01-27,4,0,PayPal,5,0
454,22,D,Elite,49.99,2023-10-08,2024-12-09,5,1,Credit Card,419,1
455,28,F,Elite,49.99,2024-02-11,2025-10-26,11,2,SEPA,98,1
456,29,D,Premium,34.99,2023-03-22,2026-01-01,7,1,SEPA,31,0
457,21,D,Basic,19.99,2025-10-08,2025-10-27,5,0,SEPA,97,1
458,32,F,Basic,19.99,2025-07-24,2025-10-07,8,1,Credit Card,117,1
459,36,F,Elite,49.99,2025-01-07,2025-12-19,13,5,SEPA,44,0
460,26,F,Premium,34.99,2023-10-11,2025-08-20,15,0,PayPal,165,1
461,37,M,Basic,19.99,2023-07-10,2024-07-25,0,3,Credit Card,556,1
462,26,M,Basic,19.99,2025-09-06,2025-12-22,5,0,SEPA,41,0
463,53,F,Elite,49.99,2023-08-01,2024-09-30,6,1,Credit Card,489,1
464,46,F,Basic,19.99,2023-03-01,2023-11-23,9,0,PayPal,801,1
465,49,D,Elite,49.99,2024-10-05,2024-10-11,7,1,Credit Card,478,0
466,43,D,Elite,49.99,2025-11-29,2025-12-11,8,4,Credit Card,52,0
467,55,M,Basic,19.99,2023-11-01,2025-05-25,4,0,Credit Card,252,1
468,47,F,Basic,19.99,2023-12-05,2024-02-19,4,2,PayPal,713,1
469,31,M,Premium,34.99,2025-02-14,2025-09-08,3,1,Credit Card,146,1
470,23,F,Elite,49.99,2025-07-04,2025-09-22,6,2,PayPal,132,1
471,54,D,Elite,49.99,2023-01-01,2023-07-06,6,5,PayPal,941,1
472,39,M,Basic,19.99,2025-07-23,2025-10-18,8,0,PayPal,106,0
473,44,M,Basic,19.99,2025-08-26,2025-11-27,6,0,PayPal,66,1
474,22,M,Basic,19.99,2024-08-20,2025-09-06,0,1,Credit Card,148,1
475,55,M,Basic,19.99,2023-08-08,2024-04-24,11,3,SEPA,648,1
476,42,M,Elite,49.99,2024-11-23,2025-01-17,10,0,Credit Card,380,1
477,53,D,Basic,19.99,2025-07-25,2026-01-09,6,0,PayPal,23,0
478,53,F,Elite,49.99,2025-06-05,2026-01-05,9,0,SEPA,27,0
479,40,D,Elite,49.99,2023-09-20,2024-01-04,5,1,Credit Card,759,0
480,41,F,Premium,34.99,2024-05-23,2025-02-27,5,1,PayPal,339,1
481,51,F,Elite,49.99,2025-11-15,2025-12-23,7,0,SEPA,40,1
482,24,D,Elite,49.99,2024-08-18,2025-08-06,10,2,PayPal,179,1
483,23,F,Elite,49.99,2024-10-22,2025-10-20,2,3,Credit Card,104,0
484,43,M,Elite,49.99,2025-12-29,2025-12-19,11,4,SEPA,44,1
485,34,D,Premium,34.99,2024-06-30,2024-12-11,8,1,SEPA,417,1
486,44,M,Elite,49.99,2023-03-08,2025-03-11,12,0,PayPal,327,0
487,48,D,Premium,34.99,2025-03-07,2025-07-06,7,0,Credit Card,210,1
488,19,M,Elite,49.99,2024-10-02,2025-07-11,7,5,Credit Card,205,1
489,39,D,Elite,49.99,2024-04-06,2026-01-14,7,1,SEPA,18,0
490,27,D,Basic,19.99,2024-08-25,2025-11-27,6,2,Credit Card,66,0
491,33,D,Premium,34.99,2023-03-25,2025-08-18,11,2,Credit Card,167,1
492,18,M,Premium,34.99,2025-08-13,2025-09-21,2,0,PayPal,133,1
493,52,D,Premium,34.99,2024-09-08,2026-01-23,13,2,SEPA,9,0
494,48,M,Premium,34.99,2025-12-02,2025-12-06,4,0,SEPA,57,0
495,39,F,Basic,19.99,2024-11-10,2025-04-28,11,0,PayPal,279,1
496,38,F,Basic,19.99,2023-01-19,2023-09-10,10,0,SEPA,875,1
497,23,F,Premium,34.99,2024-10-19,2025-05-02,4,0,Credit Card,275,0
498,44,F,Basic,19.99,2025-11-19,2026-01-23,4,3,SEPA,9,0
499,50,D,Basic,19.99,2023-07-16,2024-01-03,4,0,SEPA,760,1
500,29,D,Elite,49.99,2025-05-18,2025-07-10,12,0,SEPA,206,1
501,45,D,Premium,34.99,2023-11-11,2023-12-05,9,1,Credit Card,789,1
502,30,F,Premium,34.99,2023-05-25,2025-01-02,3,2,SEPA,395,1
503,50,M,Elite,49.99,2025-03-08,2025-05-07,7,2,SEPA,270,1
504,48,M,Premium,34.99,2023-05-29,2024-05-29,8,0,Credit Card,613,1
505,17,F,Basic,19.99,2025-02-20,2025-09-10,3,0,PayPal,144,1
506,35,D,Elite,49.99,2024-08-27,2025-01-21,1,0,PayPal,376,1
507,18,M,Elite,49.99,2023-10-17,2024-02-20,3,1,Credit Card,712,0
508,29,F,Elite,49.99,2024-03-06,2025-02-21,9,2,PayPal,345,1
509,23,M,Elite,49.99,2024-06-01,2024-12-16,10,0,PayPal,412,0
510,51,M,Premium,34.99,2025-08-02,2026-01-14,6,0,PayPal,18,0
511,38,M,Elite,49.99,2025-09-24,2025-12-17,6,2,SEPA,46,0
512,44,F,Elite,49.99,2024-10-12,2025-06-17,4,0,PayPal,229,1
513,43,M,Basic,19.99,2025-01-16,2025-06-26,3,4,PayPal,220,1
514,39,M,Elite,49.99,2025-06-12,2025-08-21,7,0,Credit Card,164,1
515,51,M,Basic,19.99,2024-09-17,2025-05-24,4,0,SEPA,253,1
516,20,D,Basic,19.99,2024-02-07,2024-11-02,12,0,PayPal,456,1
517,18,D,Premium,34.99,2025-04-09,2025-07-26,0,0,SEPA,190,1
518,30,D,Elite,49.99,2025-01-19,2025-08-07,9,2,SEPA,178,1
519,48,M,Elite,49.99,2025-03-23,2025-09-25,8,8,PayPal,129,0
520,48,M,Premium,34.99,2023-12-06,2026-01-19,10,3,SEPA,13,0
521,18,M,Premium,34.99,2025-09-17,2025-12-17,8,2,PayPal,46,1
522,39,F,Premium,34.99,2024-02-28,2025-08-11,15,0,PayPal,174,1
523,49,D,Premium,34.99,2024-10-25,2024-12-16,9,0,SEPA,412,1
524,40,F,Elite,49.99,2025-02-10,2026-01-10,3,0,Credit Card,22,0
525,41,F,Premium,34.99,2024-04-01,2025-09-11,3,1,PayPal,143,1
526,26,M,Basic,19.99,2023-10-12,2025-01-04,2,0,SEPA,393,1
527,23,D,Basic,19.99,2025-01-11,2025-11-15,2,1,PayPal,78,1
528,29,D,Basic,19.99,2025-09-07,2026-01-07,3,0,SEPA,25,0
529,48,M,Elite,49.99,2023-11-26,2024-04-11,9,3,PayPal,661,0
530,17,D,Elite,49.99,2025-04-10,2026-01-23,6,1,Credit Card,9,0
531,26,M,Premium,34.99,2025-08-23,2025-12-24,2,0,SEPA,39,0
532,26,D,Elite,49.99,2025-11-12,2025-12-15,5,4,SEPA,48,0
533,24,M,Basic,19.99,2025-02-13,2025-08-29,8,4,Credit Card,156,1
534,22,M,Premium,34.99,2023-11-03,2025-07-15,12,0,PayPal,201,0
535,23,M,Premium,34.99,2025-10-27,2026-01-31,3,0,SEPA,1,0
536,42,F,Basic,19.99,2025-06-02,2025-10-13,4,0,Credit Card,111,0
537,53,D,Elite,49.99,2025-02-19,2025-08-17,4,2,SEPA,168,1
538,54,D,Premium,34.99,2023-06-21,2024-04-06,7,1,SEPA,666,1
539,49,M,Premium,34.99,2025-12-06,2025-12-13,4,0,Credit Card,50,0
540,43,D,Elite,49.99,2023-08-07,2024-01-12,7,6,Credit Card,751,1
541,29,F,Elite,49.99,2024-07-18,2025-08-28,8,0,PayPal,157,1
542,35,D,Premium,34.99,2025-09-17,2025-11-20,8,0,PayPal,73,1
543,30,F,Elite,49.99,2023-09-01,2025-10-05,9,2,Credit Card,119,1
544,40,D,Basic,19.99,2023-04-17,2023-09-28,8,0,PayPal,857,1
545,20,F,Basic,19.99,2025-06-10,2025-07-02,2,2,Credit Card,214,1
546,54,M,Basic,19.99,2025-12-03,2025-12-21,3,0,PayPal,42,1
547,28,M,Elite,49.99,2025-11-27,2026-01-02,1,2,PayPal,30,0
548,31,D,Basic,19.99,2023-03-15,2025-03-20,7,0,Credit Card,318,1
549,41,F,Elite,49.99,2024-12-24,2025-12-01,8,3,SEPA,62,0
550,38,F,Basic,19.99,2024-08-05,2025-07-27,3,0,PayPal,189,0
551,27,F,Elite,49.99,2023-01-10,2024-06-27,9,3,SEPA,584,1
552,50,D,Premium,34.99,2025-11-17,2025-12-19,4,0,SEPA,44,0
553,45,D,Premium,34.99,2024-11-26,2025-12-28,14,0,Credit Card,35,0
554,30,D,Elite,49.99,2023-05-19,2024-06-13,8,4,PayPal,598,0
555,32,M,Premium,34.99,2026-01-02,2026-01-02,12,2,SEPA,30,0
556,36,F,Basic,19.99,2024-01-01,2025-05-02,8,0,PayPal,275,0
557,28,M,Elite,49.99,2024-01-25,2025-06-18,8,4,SEPA,228,1
558,22,M,Basic,19.99,2024-12-30,2025-03-19,3,0,PayPal,319,1
559,39,D,Premium,34.99,2023-03-28,2025-12-09,0,1,Credit Card,54,0
560,48,F,Premium,34.99,2025-10-02,2025-10-25,8,3,Credit Card,99,1
561,18,D,Premium,34.99,2025-09-06,2026-01-22,3,2,SEPA,10,0
562,36,D,Basic,19.99,2025-11-27,2026-01-24,8,1,Credit Card,8,0
563,32,M,Elite,49.99,2025-01-10,2025-11-19,7,4,Credit Card,74,0
564,47,F,Basic,19.99,2025-01-19,2025-04-23,0,2,Credit Card,284,1
565,27,D,Basic,19.99,2024-07-26,2025-10-30,12,0,PayPal,94,0
566,51,F,Premium,34.99,2024-07-06,2025-03-04,10,4,Credit Card,334,1
567,42,F,Basic,19.99,2023-01-20,2024-01-16,13,0,PayPal,747,1
568,47,F,Premium,34.99,2024-10-08,2025-11-14,3,0,PayPal,79,1
569,29,F,Premium,34.99,2023-12-01,2024-01-31,8,0,Credit Card,732,1
570,51,D,Premium,34.99,2025-01-09,2025-07-12,5,2,PayPal,204,1
571,52,D,Elite,49.99,2024-02-12,2025-09-24,0,1,Credit Card,130,1
572,44,M,Premium,34.99,2025-11-11,2026-01-12,4,0,SEPA,20,0
573,55,D,Premium,34.99,2024-11-21,2025-06-24,8,0,SEPA,222,1
574,34,D,Premium,34.99,2024-10-04,2025-03-15,4,0,Credit Card,323,0
575,44,F,Basic,19.99,2025-12-02,2026-02-01,6,1,PayPal,0,0
576,29,M,Premium,34.99,2024-05-30,2024-08-19,9,1,PayPal,531,0
577,41,D,Basic,19.99,2023-04-21,2023-05-17,10,2,Credit Card,991,1
578,31,D,Premium,34.99,2024-09-25,2025-01-20,6,1,SEPA,377,1
579,38,F,Premium,34.99,2023-02-28,2023-05-10,0,1,PayPal,998,0
580,50,M,Elite,49.99,2025-06-30,2025-08-03,3,1,PayPal,182,1
581,50,F,Premium,34.99,2025-06-09,2025-10-21,5,1,Credit Card,103,1
582,32,M,Premium,34.99,2025-01-19,2025-08-18,12,1,SEPA,167,1
583,46,D,Basic,19.99,2024-12-05,2025-04-30,4,0,Credit Card,277,1
584,34,D,Basic,19.99,2023-01-19,2025-06-18,7,0,PayPal,228,1
585,31,M,Elite,49.99,2025-06-14,2025-09-23,7,1,Credit Card,131,1
586,31,D,Elite,49.99,2023-06-12,2024-08-17,10,0,PayPal,533,1
587,42,M,Basic,19.99,2025-12-25,2026-01-11,7,2,PayPal,21,0
588,55,F,Basic,19.99,2025-07-16,2025-09-23,5,2,SEPA,131,0
589,34,F,Basic,19.99,2024-01-16,2024-04-29,4,0,SEPA,643,1
590,29,F,Premium,34.99,2023-01-31,2025-11-06,5,4,Credit Card,87,0
591,21,M,Basic,19.99,2023-03-06,2025-01-10,5,2,SEPA,387,1
592,40,M,Basic,19.99,2024-01-29,2024-10-11,12,0,Credit Card,478,1
593,28,F,Elite,49.99,2024-05-21,2024-06-24,8,0,Credit Card,587,0
594,36,M,Elite,49.99,2025-03-07,2025-08-13,7,0,SEPA,172,1
595,35,M,Premium,34.99,2024-06-02,2025-10-07,14,0,SEPA,117,1
596,36,M,Basic,19.99,2024-04-28,2025-07-16,7,0,SEPA,200,1
597,53,D,Premium,34.99,2023-01-19,2023-04-15,7,0,SEPA,1023,1
598,21,D,Elite,49.99,2023-11-19,2025-04-13,2,7,SEPA,294,1
599,25,D,Elite,49.99,2023-05-03,2024-05-01,8,1,PayPal,641,1
600,44,D,Basic,19.99,2024-12-12,2026-01-28,9,1,Credit Card,4,0
601,44,D,Premium,34.99,2023-03-22,2025-12-09,3,0,PayPal,54,0
602,45,F,Elite,49.99,2024-12-13,2025-05-27,12,1,SEPA,250,1
603,32,D,Premium,34.99,2025-07-09,2025-09-22,1,1,PayPal,132,1
604,55,F,Elite,49.99,2024-01-15,2024-02-03,8,6,PayPal,729,1
605,49,D,Premium,34.99,2025-03-04,2025-06-09,8,0,Credit Card,237,1
606,22,D,Elite,49.99,2024-10-21,2024-12-16,14,4,SEPA,412,1
607,47,M,Basic,19.99,2024-02-18,2024-06-06,11,1,Credit Card,605,1
608,53,F,Basic,19.99,2025-12-12,2026-01-20,2,3,SEPA,12,0
609,21,F,Elite,49.99,2025-10-03,2026-01-29,12,3,Credit Card,3,0
610,19,D,Premium,34.99,2025-01-25,2026-01-22,1,0,SEPA,10,0
611,22,M,Elite,49.99,2024-03-18,2025-08-31,8,4,PayPal,154,1
612,27,D,Elite,49.99,2024-05-24,2025-12-28,1,1,PayPal,35,0
613,45,D,Elite,49.99,2025-01-03,2025-12-14,6,3,PayPal,49,0
614,37,D,Basic,19.99,2025-04-02,2025-12-16,0,0,Credit Card,47,0
615,39,F,Elite,49.99,2024-10-26,2026-01-01,2,4,PayPal,31,0
616,51,D,Premium,34.99,2024-03-14,2025-04-02,5,2,SEPA,305,0
617,54,M,Elite,49.99,2023-03-12,2024-10-14,13,6,SEPA,475,1
618,17,D,Premium,34.99,2024-03-15,2025-01-31,12,0,PayPal,366,1
619,18,F,Premium,34.99,2023-11-13,2024-02-17,9,2,SEPA,715,0
620,35,M,Elite,49.99,2024-04-22,2025-01-09,0,5,PayPal,388,1
621,46,M,Premium,34.99,2024-10-26,2025-12-05,10,0,SEPA,58,0
622,52,F,Basic,19.99,2024-09-07,2024-10-15,7,0,Credit Card,474,1
623,30,D,Elite,49.99,2025-05-03,2025-07-03,13,0,PayPal,213,1
624,35,D,Basic,19.99,2025-02-22,2025-03-21,3,3,PayPal,317,1
625,19,D,Elite,49.99,2024-03-28,2024-08-31,18,2,PayPal,519,1
626,30,F,Premium,34.99,2025-10-30,2025-11-10,8,0,Credit Card,83,1
627,32,M,Premium,34.99,2023-04-11,2025-07-06,1,0,SEPA,210,1
628,28,F,Premium,34.99,2025-09-11,2026-02-01,6,0,PayPal,0,0
629,31,M,Premium,34.99,2025-12-09,2025-12-24,8,0,SEPA,39,0
630,42,F,Premium,34.99,2023-08-19,2025-07-06,5,2,SEPA,210,1
631,38,D,Premium,34.99,2024-09-16,2024-12-11,4,0,SEPA,417,0
632,39,M,Elite,49.99,2024-02-13,2025-11-26,9,2,Credit Card,67,1
633,23,F,Premium,34.99,2023-01-29,2025-01-01,4,1,SEPA,396,1
634,49,F,Elite,49.99,2024-02-22,2025-09-03,1,3,PayPal,151,1
635,53,D,Elite,49.99,2023-02-07,2025-03-19,10,3,PayPal,319,1
636,45,D,Basic,19.99,2024-07-09,2024-09-01,11,2,PayPal,518,1
637,17,F,Elite,49.99,2025-01-07,2025-03-03,0,6,PayPal,335,1
638,47,D,Elite,49.99,2023-07-23,2024-06-10,10,3,PayPal,601,0
639,31,D,Premium,34.99,2023-02-14,2023-05-06,5,2,Credit Card,1002,1
640,35,M,Elite,49.99,2024-12-21,2025-06-20,7,3,Credit Card,226,1
641,30,M,Premium,34.99,2023-03-02,2024-09-25,12,0,Credit Card,494,1
642,55,D,Elite,49.99,2025-12-02,2026-02-01,8,4,Credit Card,0,0
643,50,M,Basic,19.99,2024-11-05,2025-06-22,2,0,SEPA,224,1
644,49,M,Premium,34.99,2023-10-10,2024-08-21,18,0,PayPal,529,1
645,20,D,Elite,49.99,2023-11-20,2024-10-10,9,2,SEPA,479,1
646,42,F,Premium,34.99,2023-03-02,2024-12-13,0,2,PayPal,415,0
647,28,M,Basic,19.99,2024-07-14,2024-12-16,8,4,Credit Card,412,1
648,30,M,Elite,49.99,2024-04-17,2025-12-18,9,3,SEPA,45,0
649,46,D,Elite,49.99,2025-10-25,2026-01-10,2,5,SEPA,22,0
650,30,M,Premium,34.99,2023-12-02,2024-06-16,8,0,Credit Card,595,1
651,29,M,Basic,19.99,2024-03-31,2024-10-24,16,0,Credit Card,465,0
652,45,M,Premium,34.99,2024-10-27,2026-01-13,7,1,Credit Card,19,0
653,55,D,Elite,49.99,2024-10-02,2025-04-21,3,1,SEPA,286,0
654,44,F,Basic,19.99,2025-12-02,2025-12-08,8,0,PayPal,55,0
655,49,D,Basic,19.99,2023-03-22,2025-05-23,7,3,Credit Card,254,0
656,43,F,Elite,49.99,2025-08-02,2025-09-13,13,1,Credit Card,141,0
657,48,M,Basic,19.99,2025-07-14,2025-08-06,7,0,SEPA,179,1
658,36,F,Basic,19.99,2025-03-16,2025-10-13,8,3,SEPA,111,0
659,32,F,Elite,49.99,2025-07-20,2025-08-12,4,0,PayPal,173,1
660,23,D,Premium,34.99,2023-09-11,2023-12-13,6,0,PayPal,781,1
661,26,F,Elite,49.99,2025-11-13,2026-01-30,2,5,PayPal,2,0
662,25,M,Elite,49.99,2023-11-04,2024-04-18,11,3,Credit Card,654,1
663,23,M,Basic,19.99,2024-08-14,2025-02-15,12,1,Credit Card,351,1
664,16,D,Premium,34.99,2025-10-18,2025-12-26,8,3,Credit Card,37,0
665,54,D,Basic,19.99,2025-06-23,2025-07-13,6,3,PayPal,203,1
666,27,M,Basic,19.99,2024-03-01,2024-04-20,5,0,PayPal,652,0
667,21,M,Basic,19.99,2024-09-03,2025-08-08,3,1,PayPal,177,1
668,53,F,Basic,19.99,2023-12-30,2025-04-09,8,1,Credit Card,298,1
669,43,D,Basic,19.99,2023-05-19,2025-07-03,5,2,Credit Card,213,1
670,42,D,Basic,19.99,2024-11-05,2025-08-01,4,0,PayPal,184,1
